Product ID,Category,Sub-Category,Product Name,Unit Price,Unit Cost
TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,"92,8","65,88799999999999"
OFF-LA-10000121,Office Supplies,Labels,Avery 48,"6,3","3,402000000000001"
OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,"58,1","30,793000000000006"
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,"104,84999999999998","54,522"
OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,"1,98","1,089"
OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,"5,16","3,6636000000000006"
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,"6,94","4,4416"
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""","4,13","2,1889000000000003"
OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,"22,84","12,3336"
FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,"30,98","28,811400000000003"
FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black","23,99","18,4723"
TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,"74,99","52,493"
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,"10,89","8,0586"
FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,"100,98","84,8232"
OFF-LA-10001404,Office Supplies,Labels,Avery 517,"3,69","1,9557"
OFF-LA-10001474,Office Supplies,Labels,Avery 477,"30,53","16,4862"
OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","6,48","3,3696"
FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case","22,98","15,1668"
TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,"17,75","10,827500000000002"
OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,"14,559999999999999","10,628799999999998"
OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,"3,38","1,8252000000000006"
OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,"14,550000000000002","8,0025"
OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,"21,98","15,386000000000001"
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","19,9","10,945"
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black","138,14","138,14"
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,"14,89","10,8697"
TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,"225,86","167,1364"
OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","9,38","4,8776"
TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,"695,7","361,764"
OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,"15,94","11,158000000000001"
OFF-LA-10000262,Office Supplies,Labels,Avery 494,"2,61","1,4094"
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”","6,74","3,37"
OFF-AR-10003829,Office Supplies,Art,Newell 35,"3,28","2,3288000000000006"
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,"5,34","2,8302"
OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,"5,98","3,1096000000000004"
OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,"15,7","11,774999999999999"
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,"26,38","14,245200000000002"
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black","90,98","72,784"
OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""","7,4","4,070000000000001"
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,"128,99","91,58290000000001"
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,"159,99","79,995"
TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,"49,99","45,99080000000001"
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,"16,36","14,723999999999998"
OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""","5,34","2,8836000000000004"
FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table","182,55","158,8185"
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,"363,25","261,53999999999996"
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,"55,98","28,549799999999998"
OFF-AR-10000896,Office Supplies,Art,Newell 329,"3,28","2,4272"
TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,"99,99000000000001","72,99270000000001"
OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black","31,78","30,191000000000003"
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,"38,76","19,767599999999998"
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,"1,89","1,8521999999999998"
OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,"83,98","44,50940000000001"
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut","260,98","216,61340000000004"
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,"44,43","36,4326"
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","5,38","2,7976000000000005"
OFF-PA-10004888,Office Supplies,Paper,Xerox 217,"6,48","3,3696"
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish","170,98","131,6546"
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,"104,84999999999998","54,522000000000006"
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,"85,98000000000002","63,62520000000001"
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,"37,74","27,9276"
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,"59,78000000000001","32,281200000000005"
FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","12,58","8,302800000000003"
TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,"168,99","118,29300000000002"
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,"26,96","13,749600000000001"
OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,"37,92","23,1312"
TEC-PH-10001750,Technology,Phones,Samsung Rugby III,"65,99000000000001","48,172700000000006"
OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","7,45","4,097500000000001"
OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,"25,459999999999997","12,984599999999999"
OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,"6,779999999999999","3,6611999999999996"
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,"6,48","3,3696000000000006"
TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,"109,94999999999999","73,6665"
OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,"5,94","3,2670000000000003"
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,"9,99","5,4945"
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,"95,98","79,66340000000001"
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,"29,99","20,993000000000006"
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,"2,78","1,4177999999999997"
TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,"36,98","25,886"
OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,"6,75","3,375"
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,"30,56","15,28"
TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,"380,0","197,6"
OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,"30,399999999999995","16,415999999999997"
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables","150,98","128,333"
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,"13,73","8,7872"
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,"34,64","18,012800000000006"
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,"290,98","215,32520000000002"
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,"6,48","3,3696"
OFF-AR-10000634,Office Supplies,Art,Newell 320,"4,28","3,1244000000000005"
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy","4,18","2,6751999999999994"
OFF-AR-10003770,Office Supplies,Art,Newell 340,"2,8800000000000003","2,0448000000000004"
OFF-LA-10003121,Office Supplies,Labels,Avery 506,"4,13","2,2302"
OFF-PA-10002262,Office Supplies,Paper,Xerox 192,"6,48","3,3696"
OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),"5,78","2,9478"
OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,"11,29","8,3546"
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,"4,28","2,354000000000001"
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,"59,0","48,970000000000006"
OFF-FA-10003021,Office Supplies,Fasteners,Staples,"1,88","1,222"
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,"216,57999999999998","158,10339999999997"
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,"29,99","17,394199999999998"
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","5,88","2,9988"
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,"20,98","16,993800000000004"
OFF-PA-10003823,Office Supplies,Paper,Xerox 197,"30,98","17,039"
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","20,95","15,084000000000003"
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,"209,37","196,80780000000004"
TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,"99,0","51,480000000000004"
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,"11,5","6,325"
OFF-AR-10001419,Office Supplies,Art,Newell 325,"4,130000000000001","2,891000000000001"
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,"4,98","2,6394"
OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,"2,6","1,898"
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange","7,28","4,1496"
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,"3,7399999999999998","3,6651999999999996"
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,"3,65","1,9345"
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,"30,98","17,039000000000005"
OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black","13,43","9,9382"
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,"35,48","35,48"
OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite","13,58","13,4442"
OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","3,89","2,8786"
FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,"2,08","1,2064"
OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray","16,91","12,3443"
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,"7,77","5,6720999999999995"
OFF-LA-10002195,Office Supplies,Labels,Avery 481,"3,0800000000000005","1,6016000000000006"
OFF-AR-10001315,Office Supplies,Art,Newell 310,"1,76","1,2496"
OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,"11,679999999999998","5,84"
OFF-AR-10001955,Office Supplies,Art,Newell 319,"19,839999999999996","13,888000000000002"
OFF-LA-10001641,Office Supplies,Labels,Avery 518,"3,15","1,638"
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,"70,98","67,43100000000001"
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,"8,95","7,249500000000001"
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,"10,98","5,5998"
OFF-AR-10003504,Office Supplies,Art,Newell 347,"4,28","3,0388"
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,"7,28","3,7856"
TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,"29,99","23,6921"
TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,"16,95","16,611"
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,"4,98","2,5398"
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","56,96","40,4416"
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,"47,9","24,907999999999998"
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","3,5499999999999994","1,8814999999999997"
OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","5,980000000000001","3,946800000000001"
TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,"62,99","44,7229"
OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,"4,48","2,2848"
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,"170,98","131,6546"
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,"5,28","2,9040000000000004"
OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,"8,34","6,171600000000001"
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","105,98","84,784"
OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,"2,7799999999999994","1,668"
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black","25,99","18,4529"
OFF-AR-10000823,Office Supplies,Art,Newell 307,"1,82","1,3103999999999998"
OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,"14,64","10,394400000000001"
OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,"3,89","2,0228"
TEC-PH-10000441,Technology,Phones,VTech DS6151,"125,99","90,71279999999999"
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,"34,99","32,54070000000001"
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,"9,93","5,759399999999999"
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,"29,74","25,278999999999996"
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","6,69","3,6126000000000005"
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","99,23","49,615"
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,"25,0","19,75"
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke","4,48","3,0912000000000006"
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"419,19","306,00870000000003"
TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,"136,98","131,50080000000003"
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),"6,48","3,3696"
TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,"449,99000000000007","238,49470000000005"
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,"104,85","54,522"
OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box","1,98","1,9404"
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,"67,28","37,004"
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,"76,49","55,0728"
OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,"54,96","28,029600000000002"
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,"6,68","3,4736"
OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,"1,48","0,7696000000000001"
OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders","5,28","2,7456"
TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,"66,99","50,24250000000001"
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,"15,439999999999998","7,72"
OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,"1,8099999999999998","1,1584"
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,"59,37","48,683400000000006"
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,"30,98","17,039000000000005"
TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,"6,949999999999999","3,8225"
FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,"26,48","16,947200000000002"
TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,"332,95","239,724"
OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets","62,05","43,435"
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,"12,53","6,6409"
TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,"8,51","5,020899999999999"
TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,"15,99","11,033100000000001"
OFF-LA-10002381,Office Supplies,Labels,Avery 497,"3,0800000000000005","1,6016000000000006"
OFF-FA-10001843,Office Supplies,Fasteners,Staples,"2,47","1,3091000000000004"
OFF-LA-10003077,Office Supplies,Labels,Avery 500,"7,31","3,8743000000000003"
OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page","3,71","1,855"
OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,"2,979999999999999","1,5495999999999999"
FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,"180,98","161,07219999999998"
FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,"8,98","5,2084"
TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,"79,99","51,193599999999996"
FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish","170,98","143,6232"
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,"180,98","130,3056"
OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,"2,22","1,5540000000000003"
OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,"27,76","20,2648"
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","349,45","223,64799999999997"
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,"15,04","8,1216"
OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,"21,78","14,157000000000004"
TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","25,889999999999997","16,569599999999998"
OFF-PA-10004355,Office Supplies,Paper,Xerox 231,"6,480000000000001","3,369600000000001"
OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,"4,28","2,3540000000000014"
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,"147,83","119,74230000000001"
OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,"4,28","2,3540000000000005"
TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"358,0","261,34"
FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish","120,98","104,0428"
OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black","5,989999999999999","3,1747"
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish","114,98","104,63180000000001"
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,"12,2","7,075999999999999"
OFF-LA-10002034,Office Supplies,Labels,Avery 478,"4,91","2,5041"
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","10,43","5,7365"
OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,"55,29","40,9146"
OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,"2,67","1,9223999999999999"
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,"40,99","20,9049"
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,"3,29","1,7766000000000002"
TEC-PH-10001615,Technology,Phones,AT&T CL82213,"28,99","20,582900000000006"
TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,"27,99","22,6719"
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"350,98","266,7448"
OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","11,66","8,5118"
TEC-PH-10000455,Technology,Phones,GE 30522EE2,"115,99","82,35289999999999"
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","22,48","12,139200000000002"
TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,"49,99","28,494300000000003"
TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,"9,99","9,890100000000002"
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,"5,769999999999999","4,039"
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,"22,84","12,333600000000002"
OFF-LA-10000443,Office Supplies,Labels,Avery 501,"3,69","1,9557"
OFF-LA-10001771,Office Supplies,Labels,Avery 513,"4,98","2,6892000000000005"
OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,"189,0","120,96000000000001"
FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black","36,65","26,754499999999997"
OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,"76,72","52,936800000000005"
FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black","29,98","21,8854"
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,"6,480000000000001","3,369600000000001"
FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock","28,48","17,942400000000003"
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,"469,99","333,69290000000007"
TEC-PH-10002885,Technology,Phones,Apple iPhone 5,"649,83","474,3759"
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,"179,99","133,1926"
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,"799,9900000000001","567,9929000000001"
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,"6,480000000000002","3,3696000000000015"
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,"78,65","52,69550000000002"
FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,"140,81","101,3832"
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""","50,98","35,686"
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,"18,84","10,9272"
OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","34,76","25,027199999999997"
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,"5,28","2,904000000000001"
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,"48,91","25,9223"
OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,"4,84","3,2428000000000003"
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","42,8","21,828000000000003"
TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,"100,49","75,36749999999999"
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish","160,98","143,2722"
FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","10,4","6,864000000000001"
TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,"205,99","154,4925"
OFF-PA-10003309,Office Supplies,Paper,Xerox 211,"6,48","3,3696000000000006"
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,"48,91","47,931799999999996"
OFF-AR-10002067,Office Supplies,Art,Newell 334,"19,84","14,6816"
FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer","341,06","245,5632"
FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,"70,98","50,39580000000001"
OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,"9,78","4,89"
OFF-LA-10003714,Office Supplies,Labels,Avery 510,"3,75","1,9500000000000002"
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,"10,52","7,0484"
OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,"3,38","2,1294"
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","30,98","17,039000000000005"
OFF-AR-10001446,Office Supplies,Art,Newell 309,"11,550000000000002","8,085000000000003"
OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"896,99","475,40470000000005"
